"trial_number_within_block","completion_code","condition","news_station_first","with_independent_council","X_I","X_F","source_type","block_stage","block_half","block_quarter","correct_state","posterior_blue_I","posterior_blue_F","ground_truth","change_of_mind"
28,"bdwnaggl","Without","First","true",1,1,"helpful","normal",2,4,"green",0,0,-1,0
29,"bdwnaggl","Without","First","true",NA,4,"helpful","station_only",NA,NA,"blue",1,NA,1,NA
30,"bdwnaggl","Without","First","true",NA,0,"helpful","station_only",NA,NA,"blue",0.01,NA,1,NA
31,"bdwnaggl","Without","First","true",NA,3,"helpful","station_only",NA,NA,"blue",1,NA,1,NA
32,"bdwnaggl","Without","First","true",NA,5,"helpful","station_only",NA,NA,"blue",1,NA,1,NA
33,"bdwnaggl","Without","First","true",NA,1,"helpful","station_only",NA,NA,"blue",0,NA,1,NA
34,"bdwnaggl","Without","First","true",NA,2,"helpful","station_only",NA,NA,"blue",0.02,NA,1,NA
1,"bdwnaggl","Without","First","true",2,0,"opposite","normal",1,1,"blue",0,0,1,0
2,"bdwnaggl","Without","First","true",4,2,"opposite","normal",1,1,"blue",0,1,1,1
3,"bdwnaggl","Without","First","true",1,3,"opposite","normal",1,1,"green",0.08,0.08,-1,0
4,"bdwnaggl","Without","First","true",3,1,"opposite","normal",1,1,"blue",0,0,1,0
5,"bdwnaggl","Without","First","true",0,3,"opposite","normal",1,1,"green",0.05,0,-1,-0.05
6,"bdwnaggl","Without","First","true",1,3,"opposite","normal",1,1,"green",0.03,0.03,-1,0
7,"bdwnaggl","Without","First","true",5,1,"opposite","normal",1,1,"blue",0,0.96,1,0.96
8,"bdwnaggl","Without","First","true",5,1,"opposite","normal",1,2,"blue",0.03,0.95,1,0.92
9,"bdwnaggl","Without","First","true",2,5,"opposite","normal",1,2,"green",0.04,0.02,-1,-0.02
10,"bdwnaggl","Without","First","true",2,2,"opposite","normal",1,2,"green",1,0.08,-1,-0.92
11,"bdwnaggl","Without","First","true",3,2,"opposite","normal",1,2,"blue",1,1,1,0
12,"bdwnaggl","Without","First","true",1,5,"opposite","normal",1,2,"green",0,0,-1,0
13,"bdwnaggl","Without","First","true",4,2,"opposite","normal",1,2,"blue",1,1,1,0
14,"bdwnaggl","Without","First","true",5,1,"opposite","normal",1,2,"blue",0,0.99,1,0.99
15,"bdwnaggl","Without","First","true",2,5,"opposite","normal",2,3,"green",0,0,-1,0
16,"bdwnaggl","Without","First","true",2,4,"opposite","normal",2,3,"green",0,0.99,-1,0.99
17,"bdwnaggl","Without","First","true",5,2,"opposite","normal",2,3,"blue",1,1,1,0
18,"bdwnaggl","Without","First","true",4,1,"opposite","normal",2,3,"blue",1,1,1,0
19,"bdwnaggl","Without","First","true",3,0,"opposite","normal",2,3,"blue",1,1,1,0
20,"bdwnaggl","Without","First","true",2,1,"opposite","normal",2,3,"blue",1,0.96,1,-0.04
21,"bdwnaggl","Without","First","true",0,3,"opposite","normal",2,3,"green",0,0,-1,0
22,"bdwnaggl","Without","First","true",1,4,"opposite","normal",2,4,"green",0,0,-1,0
23,"bdwnaggl","Without","First","true",1,3,"opposite","normal",2,4,"green",0,0,-1,0
24,"bdwnaggl","Without","First","true",2,5,"opposite","normal",2,4,"green",0,0,-1,0
25,"bdwnaggl","Without","First","true",3,2,"opposite","normal",2,4,"blue",1,1,1,0
26,"bdwnaggl","Without","First","true",3,1,"opposite","normal",2,4,"blue",1,1,1,0
27,"bdwnaggl","Without","First","true",3,3,"opposite","normal",2,4,"green",0,0.79,-1,0.79
28,"bdwnaggl","Without","First","true",1,5,"opposite","normal",2,4,"green",0,0,-1,0
29,"bdwnaggl","Without","First","true",NA,4,"opposite","station_only",NA,NA,"blue",0,NA,1,NA
30,"bdwnaggl","Without","First","true",NA,2,"opposite","station_only",NA,NA,"blue",0.97,NA,1,NA
31,"bdwnaggl","Without","First","true",NA,0,"opposite","station_only",NA,NA,"blue",1,NA,1,NA
32,"bdwnaggl","Without","First","true",NA,1,"opposite","station_only",NA,NA,"blue",1,NA,1,NA
33,"bdwnaggl","Without","First","true",NA,3,"opposite","station_only",NA,NA,"blue",0,NA,1,NA
34,"bdwnaggl","Without","First","true",NA,5,"opposite","station_only",NA,NA,"blue",0,NA,1,NA
1,"3ypa9yxs","Without","First","true",1,3,"random","normal",1,1,"green",0.77,0.23,-1,-0.54
2,"3ypa9yxs","Without","First","true",4,3,"random","normal",1,1,"blue",0.71,0.9,1,0.19
3,"3ypa9yxs","Without","First","true",5,2,"random","normal",1,1,"blue",0.31,0.84,1,0.53
4,"3ypa9yxs","Without","First","true",3,3,"random","normal",1,1,"green",0.75,0.8,-1,0.05
5,"3ypa9yxs","Without","First","true",2,2,"random","normal",1,1,"green",0.31,0.49,-1,0.18
6,"3ypa9yxs","Without","First","true",5,2,"random","normal",1,1,"blue",0.24,0.84,1,0.6
7,"3ypa9yxs","Without","First","true",0,2,"random","normal",1,1,"green",0.3,0.07,-1,-0.23
8,"3ypa9yxs","Without","First","true",4,3,"random","normal",1,2,"blue",0.89,0.94,1,0.0499999999999999
9,"3ypa9yxs","Without","First","true",0,2,"random","normal",1,2,"green",0.36,0.09,-1,-0.27
10,"3ypa9yxs","Without","First","true",3,3,"random","normal",1,2,"blue",0.72,0.68,1,-0.0399999999999999
11,"3ypa9yxs","Without","First","true",1,1,"random","normal",1,2,"green",0.11,0.06,-1,-0.05
12,"3ypa9yxs","Without","First","true",3,4,"random","normal",1,2,"blue",0.72,0.76,1,0.04
13,"3ypa9yxs","Without","First","true",1,4,"random","normal",1,2,"green",0.85,0.51,-1,-0.34
14,"3ypa9yxs","Without","First","true",3,1,"random","normal",1,2,"blue",0.23,0.4,1,0.17
15,"3ypa9yxs","Without","First","true",1,2,"random","normal",2,3,"green",0.32,0.17,-1,-0.15
16,"3ypa9yxs","Without","First","true",3,3,"random","normal",2,3,"blue",0.76,0.83,1,0.07
17,"3ypa9yxs","Without","First","true",1,2,"random","normal",2,3,"green",0.33,0.2,-1,-0.13
18,"3ypa9yxs","Without","First","true",3,4,"random","normal",2,3,"blue",0.8,0.84,1,0.0399999999999999
19,"3ypa9yxs","Without","First","true",1,3,"random","normal",2,3,"green",0.77,0.37,-1,-0.4
20,"3ypa9yxs","Without","First","true",1,1,"random","normal",2,3,"green",0.14,0.11,-1,-0.03
21,"3ypa9yxs","Without","First","true",3,3,"random","normal",2,3,"blue",0.7,0.75,1,0.05
22,"3ypa9yxs","Without","First","true",0,5,"random","normal",2,4,"green",1,0.5,-1,-0.5
23,"3ypa9yxs","Without","First","true",2,2,"random","normal",2,4,"blue",0.2,0.32,1,0.12
24,"3ypa9yxs","Without","First","true",2,4,"random","normal",2,4,"blue",0.85,0.77,1,-0.08
25,"3ypa9yxs","Without","First","true",0,3,"random","normal",2,4,"green",0.63,0.19,-1,-0.44
26,"3ypa9yxs","Without","First","true",0,2,"random","normal",2,4,"green",0.33,0,-1,-0.33
27,"3ypa9yxs","Without","First","true",3,2,"random","normal",2,4,"blue",0.3,0.42,1,0.12
28,"3ypa9yxs","Without","First","true",4,2,"random","normal",2,4,"blue",0.27,0.68,1,0.41
29,"3ypa9yxs","Without","First","true",NA,5,"random","station_only",NA,NA,"blue",1,NA,1,NA
30,"3ypa9yxs","Without","First","true",NA,0,"random","station_only",NA,NA,"blue",0,NA,1,NA
31,"3ypa9yxs","Without","First","true",NA,4,"random","station_only",NA,NA,"blue",0.76,NA,1,NA
32,"3ypa9yxs","Without","First","true",NA,3,"random","station_only",NA,NA,"blue",0.62,NA,1,NA
33,"3ypa9yxs","Without","First","true",NA,2,"random","station_only",NA,NA,"blue",0.3,NA,1,NA
34,"3ypa9yxs","Without","First","true",NA,1,"random","station_only",NA,NA,"blue",0.21,NA,1,NA
1,"3ypa9yxs","Without","First","true",4,2,"opposite","normal",1,1,"blue",0.12,0.51,1,0.39
2,"3ypa9yxs","Without","First","true",4,2,"opposite","normal",1,1,"blue",0.12,0.68,1,0.56
3,"3ypa9yxs","Without","First","true",5,2,"opposite","normal",1,1,"blue",0.27,0.86,1,0.59
4,"3ypa9yxs","Without","First","true",0,4,"opposite","normal",1,1,"green",0.84,0.36,-1,-0.48
5,"3ypa9yxs","Without","First","true",4,4,"opposite","normal",1,1,"green",0.7,0.88,-1,0.18
6,"3ypa9yxs","Without","First","true",4,1,"opposite","normal",1,1,"blue",0.26,0.5,1,0.24
7,"3ypa9yxs","Without","First","true",1,3,"opposite","normal",1,1,"green",0.69,0.34,-1,-0.35
8,"3ypa9yxs","Without","First","true",3,2,"opposite","normal",1,2,"blue",0.31,0.45,1,0.14
9,"3ypa9yxs","Without","First","true",0,3,"opposite","normal",1,2,"green",0.6,0.31,-1,-0.29
10,"3ypa9yxs","Without","First","true",3,5,"opposite","normal",1,2,"green",0.96,0.87,-1,-0.09
11,"3ypa9yxs","Without","First","true",5,1,"opposite","normal",1,2,"blue",0.17,0.41,1,0.24
12,"3ypa9yxs","Without","First","true",1,2,"opposite","normal",1,2,"green",0.24,0.04,-1,-0.2
13,"3ypa9yxs","Without","First","true",4,1,"opposite","normal",1,2,"blue",0.3,0.42,1,0.12
14,"3ypa9yxs","Without","First","true",5,1,"opposite","normal",1,2,"blue",0.15,0.32,1,0.17
15,"3ypa9yxs","Without","First","true",0,3,"opposite","normal",2,3,"green",0.82,0.58,-1,-0.24
16,"3ypa9yxs","Without","First","true",1,2,"opposite","normal",2,3,"green",0.31,0.25,-1,-0.06
17,"3ypa9yxs","Without","First","true",0,4,"opposite","normal",2,3,"green",0.81,0.67,-1,-0.14
18,"3ypa9yxs","Without","First","true",5,3,"opposite","normal",2,3,"blue",0.89,0.87,1,-0.02
19,"3ypa9yxs","Without","First","true",2,0,"opposite","normal",2,3,"blue",0.03,0.01,1,-0.02
20,"3ypa9yxs","Without","First","true",1,5,"opposite","normal",2,3,"green",1,0.71,-1,-0.29
21,"3ypa9yxs","Without","First","true",4,1,"opposite","normal",2,3,"blue",0.19,0.27,1,0.08
22,"3ypa9yxs","Without","First","true",3,3,"opposite","normal",2,4,"green",0.81,0.77,-1,-0.04
23,"3ypa9yxs","Without","First","true",0,4,"opposite","normal",2,4,"green",0.77,0.65,-1,-0.12
24,"3ypa9yxs","Without","First","true",4,1,"opposite","normal",2,4,"blue",0.26,0.33,1,0.07
25,"3ypa9yxs","Without","First","true",0,3,"opposite","normal",2,4,"green",0.68,0.62,-1,-0.0600000000000001
26,"3ypa9yxs","Without","First","true",4,1,"opposite","normal",2,4,"blue",0.18,0.24,1,0.06
27,"3ypa9yxs","Without","First","true",2,3,"opposite","normal",2,4,"green",0.85,0.72,-1,-0.13
28,"3ypa9yxs","Without","First","true",4,1,"opposite","normal",2,4,"blue",0.04,0.25,1,0.21
29,"3ypa9yxs","Without","First","true",NA,0,"opposite","station_only",NA,NA,"blue",0,NA,1,NA
30,"3ypa9yxs","Without","First","true",NA,2,"opposite","station_only",NA,NA,"blue",0.15,NA,1,NA
31,"3ypa9yxs","Without","First","true",NA,4,"opposite","station_only",NA,NA,"blue",0.87,NA,1,NA
32,"3ypa9yxs","Without","First","true",NA,5,"opposite","station_only",NA,NA,"blue",0.99,NA,1,NA
33,"3ypa9yxs","Without","First","true",NA,1,"opposite","station_only",NA,NA,"blue",0.11,NA,1,NA
34,"3ypa9yxs","Without","First","true",NA,3,"opposite","station_only",NA,NA,"blue",0.75,NA,1,NA
1,"3ypa9yxs","Without","First","true",3,5,"bluebias","normal",1,1,"blue",1,0.95,1,-0.05
2,"3ypa9yxs","Without","First","true",4,4,"bluebias","normal",1,1,"blue",0.79,0.85,1,0.0599999999999999
3,"3ypa9yxs","Without","First","true",1,5,"bluebias","normal",1,1,"green",0.96,0.89,-1,-0.07
4,"3ypa9yxs","Without","First","true",5,4,"bluebias","normal",1,1,"blue",0.95,1,1,0.05
5,"3ypa9yxs","Without","First","true",3,4,"bluebias","normal",1,1,"green",0.82,0.9,-1,0.0800000000000001
6,"3ypa9yxs","Without","First","true",1,1,"bluebias","normal",1,1,"green",0.15,0.1,-1,-0.05
7,"3ypa9yxs","Without","First","true",5,4,"bluebias","normal",1,1,"blue",0.88,0.97,1,0.09
8,"3ypa9yxs","Without","First","true",1,1,"bluebias","normal",1,2,"green",0.12,0.09,-1,-0.03
9,"3ypa9yxs","Without","First","true",5,4,"bluebias","normal",1,2,"blue",0.85,0.94,1,0.09
10,"3ypa9yxs","Without","First","true",3,3,"bluebias","normal",1,2,"green",0.72,0.75,-1,0.03
11,"3ypa9yxs","Without","First","true",1,2,"bluebias","normal",1,2,"green",0.3,0.13,-1,-0.17
12,"3ypa9yxs","Without","First","true",5,5,"bluebias","normal",1,2,"blue",0.99,1,1,0.01
13,"3ypa9yxs","Without","First","true",2,4,"bluebias","normal",1,2,"blue",0.81,0.72,1,-0.0900000000000001
14,"3ypa9yxs","Without","First","true",1,2,"bluebias","normal",1,2,"green",0.06,0.03,-1,-0.03
15,"3ypa9yxs","Without","First","true",3,5,"bluebias","normal",2,3,"blue",0.92,0.77,1,-0.15
16,"3ypa9yxs","Without","First","true",2,5,"bluebias","normal",2,3,"blue",1,0.78,1,-0.22
17,"3ypa9yxs","Without","First","true",0,3,"bluebias","normal",2,3,"green",0.74,0.67,-1,-0.07
18,"3ypa9yxs","Without","First","true",5,5,"bluebias","normal",2,3,"blue",0.89,1,1,0.11
19,"3ypa9yxs","Without","First","true",0,2,"bluebias","normal",2,3,"green",0.28,0.03,-1,-0.25
20,"3ypa9yxs","Without","First","true",5,5,"bluebias","normal",2,3,"blue",1,1,1,0
21,"3ypa9yxs","Without","First","true",1,3,"bluebias","normal",2,3,"green",0.66,0.57,-1,-0.0900000000000001
22,"3ypa9yxs","Without","First","true",3,3,"bluebias","normal",2,4,"green",0.73,0.78,-1,0.05
23,"3ypa9yxs","Without","First","true",3,5,"bluebias","normal",2,4,"blue",1,0.85,1,-0.15
24,"3ypa9yxs","Without","First","true",1,2,"bluebias","normal",2,4,"green",0.28,0.22,-1,-0.06
25,"3ypa9yxs","Without","First","true",5,5,"bluebias","normal",2,4,"blue",1,1,1,0
26,"3ypa9yxs","Without","First","true",2,3,"bluebias","normal",2,4,"green",0.72,0.64,-1,-0.08
27,"3ypa9yxs","Without","First","true",4,5,"bluebias","normal",2,4,"blue",1,0.95,1,-0.05
28,"3ypa9yxs","Without","First","true",0,2,"bluebias","normal",2,4,"green",0.39,0.2,-1,-0.19
29,"3ypa9yxs","Without","First","true",NA,5,"bluebias","station_only",NA,NA,"blue",1,NA,1,NA
30,"3ypa9yxs","Without","First","true",NA,1,"bluebias","station_only",NA,NA,"blue",0.09,NA,1,NA
31,"3ypa9yxs","Without","First","true",NA,0,"bluebias","station_only",NA,NA,"blue",0.01,NA,1,NA
32,"3ypa9yxs","Without","First","true",NA,3,"bluebias","station_only",NA,NA,"blue",0.71,NA,1,NA
33,"3ypa9yxs","Without","First","true",NA,2,"bluebias","station_only",NA,NA,"blue",0.25,NA,1,NA
34,"3ypa9yxs","Without","First","true",NA,4,"bluebias","station_only",NA,NA,"blue",0.8,NA,1,NA
1,"3ypa9yxs","Without","First","true",2,0,"helpful","normal",1,1,"green",0.01,0.07,-1,0.06
2,"3ypa9yxs","Without","First","true",3,3,"helpful","normal",1,1,"blue",0.85,0.88,1,0.03
3,"3ypa9yxs","Without","First","true",2,4,"helpful","normal",1,1,"blue",0.92,0.88,1,-0.04
4,"3ypa9yxs","Without","First","true",5,3,"helpful","normal",1,1,"blue",0.68,0.93,1,0.25
5,"3ypa9yxs","Without","First","true",1,2,"helpful","normal",1,1,"green",0.29,0.24,-1,-0.05
6,"3ypa9yxs","Without","First","true",3,3,"helpful","normal",1,1,"blue",0.79,0.84,1,0.0499999999999999
7,"3ypa9yxs","Without","First","true",1,1,"helpful","normal",1,1,"green",0.3,0.1,-1,-0.2
8,"3ypa9yxs","Without","First","true",1,1,"helpful","normal",1,2,"green",0.21,0.15,-1,-0.06
9,"3ypa9yxs","Without","First","true",0,1,"helpful","normal",1,2,"green",0.25,0.08,-1,-0.17
10,"3ypa9yxs","Without","First","true",0,2,"helpful","normal",1,2,"green",0.34,0.11,-1,-0.23
11,"3ypa9yxs","Without","First","true",4,4,"helpful","normal",1,2,"blue",0.89,0.91,1,0.02
12,"3ypa9yxs","Without","First","true",3,4,"helpful","normal",1,2,"blue",0.83,0.78,1,-0.0499999999999999
13,"3ypa9yxs","Without","First","true",0,1,"helpful","normal",1,2,"green",0.12,0,-1,-0.12
14,"3ypa9yxs","Without","First","true",2,4,"helpful","normal",1,2,"blue",0.83,0.73,1,-0.1
15,"3ypa9yxs","Without","First","true",4,5,"helpful","normal",2,3,"blue",1,0.94,1,-0.0600000000000001
16,"3ypa9yxs","Without","First","true",3,4,"helpful","normal",2,3,"blue",0.79,0.77,1,-0.02
17,"3ypa9yxs","Without","First","true",0,1,"helpful","normal",2,3,"green",0.22,0.12,-1,-0.1
18,"3ypa9yxs","Without","First","true",1,1,"helpful","normal",2,3,"green",0.24,0.19,-1,-0.05
19,"3ypa9yxs","Without","First","true",3,5,"helpful","normal",2,3,"blue",1,0.93,1,-0.07
20,"3ypa9yxs","Without","First","true",4,4,"helpful","normal",2,3,"blue",1,0.97,1,-0.03
21,"3ypa9yxs","Without","First","true",0,1,"helpful","normal",2,3,"green",0.06,0.02,-1,-0.04
22,"3ypa9yxs","Without","First","true",4,5,"helpful","normal",2,4,"blue",1,1,1,0
23,"3ypa9yxs","Without","First","true",1,2,"helpful","normal",2,4,"green",0.24,0.11,-1,-0.13
24,"3ypa9yxs","Without","First","true",4,5,"helpful","normal",2,4,"blue",1,1,1,0
25,"3ypa9yxs","Without","First","true",3,4,"helpful","normal",2,4,"blue",0.82,0.88,1,0.0600000000000001
26,"3ypa9yxs","Without","First","true",0,2,"helpful","normal",2,4,"green",0.23,0.06,-1,-0.17
27,"3ypa9yxs","Without","First","true",1,2,"helpful","normal",2,4,"green",0.23,0.19,-1,-0.04
28,"3ypa9yxs","Without","First","true",0,3,"helpful","normal",2,4,"green",0.73,0.24,-1,-0.49
29,"3ypa9yxs","Without","First","true",NA,1,"helpful","station_only",NA,NA,"blue",0.21,NA,1,NA
30,"3ypa9yxs","Without","First","true",NA,4,"helpful","station_only",NA,NA,"blue",0.85,NA,1,NA
31,"3ypa9yxs","Without","First","true",NA,5,"helpful","station_only",NA,NA,"blue",1,NA,1,NA
32,"3ypa9yxs","Without","First","true",NA,3,"helpful","station_only",NA,NA,"blue",0.8,NA,1,NA
33,"3ypa9yxs","Without","First","true",NA,2,"helpful","station_only",NA,NA,"blue",0.28,NA,1,NA
34,"3ypa9yxs","Without","First","true",NA,0,"helpful","station_only",NA,NA,"blue",0.08,NA,1,NA
1,"ez3rhwy4","Without","First","true",4,3,"helpful","normal",1,1,"blue",0.16,0.86,1,0.7
2,"ez3rhwy4","Without","First","true",0,1,"helpful","normal",1,1,"green",0.15,0.71,-1,0.56
3,"ez3rhwy4","Without","First","true",4,3,"helpful","normal",1,1,"blue",0.28,0.59,1,0.31
4,"ez3rhwy4","Without","First","true",2,1,"helpful","normal",1,1,"green",0.25,0.2,-1,-0.05
5,"ez3rhwy4","Without","First","true",1,2,"helpful","normal",1,1,"green",0.79,0.59,-1,-0.2
6,"ez3rhwy4","Without","First","true",5,4,"helpful","normal",1,1,"blue",0.19,0.47,1,0.28
7,"ez3rhwy4","Without","First","true",4,3,"helpful","normal",1,1,"blue",0.23,0.12,1,-0.11
8,"ez3rhwy4","Without","First","true",5,5,"helpful","normal",1,2,"blue",0.32,0.69,1,0.37
9,"ez3rhwy4","Without","First","true",3,1,"helpful","normal",1,2,"green",0.24,0.51,-1,0.27
10,"ez3rhwy4","Without","First","true",1,2,"helpful","normal",1,2,"green",0.7,0.24,-1,-0.46
11,"ez3rhwy4","Without","First","true",2,1,"helpful","normal",1,2,"green",0.8,0.52,-1,-0.28
12,"ez3rhwy4","Without","First","true",1,2,"helpful","normal",1,2,"green",0.3,0.14,-1,-0.16
13,"ez3rhwy4","Without","First","true",3,4,"helpful","normal",1,2,"blue",0.61,0.24,1,-0.37
14,"ez3rhwy4","Without","First","true",5,3,"helpful","normal",1,2,"blue",0.22,0.43,1,0.21
15,"ez3rhwy4","Without","First","true",2,3,"helpful","normal",2,3,"green",0.68,0.32,-1,-0.36
16,"ez3rhwy4","Without","First","true",1,0,"helpful","normal",2,3,"green",0.28,0.23,-1,-0.05
17,"ez3rhwy4","Without","First","true",4,4,"helpful","normal",2,3,"blue",0.76,0.41,1,-0.35
18,"ez3rhwy4","Without","First","true",5,3,"helpful","normal",2,3,"blue",0.18,0.96,1,0.78
19,"ez3rhwy4","Without","First","true",3,4,"helpful","normal",2,3,"blue",0.41,0.52,1,0.11
20,"ez3rhwy4","Without","First","true",1,0,"helpful","normal",2,3,"green",0.61,0.43,-1,-0.18
21,"ez3rhwy4","Without","First","true",5,3,"helpful","normal",2,3,"blue",0.25,0.82,1,0.57
22,"ez3rhwy4","Without","First","true",2,1,"helpful","normal",2,4,"green",0.88,0.49,-1,-0.39
23,"ez3rhwy4","Without","First","true",2,0,"helpful","normal",2,4,"green",0.25,0.78,-1,0.53
24,"ez3rhwy4","Without","First","true",3,0,"helpful","normal",2,4,"green",0.25,0.74,-1,0.49
25,"ez3rhwy4","Without","First","true",5,3,"helpful","normal",2,4,"blue",0.74,0.95,1,0.21
26,"ez3rhwy4","Without","First","true",5,3,"helpful","normal",2,4,"blue",1,0.42,1,-0.58
27,"ez3rhwy4","Without","First","true",0,1,"helpful","normal",2,4,"green",0.98,0.03,-1,-0.95
28,"ez3rhwy4","Without","First","true",2,2,"helpful","normal",2,4,"blue",0.24,0.29,1,0.05
29,"ez3rhwy4","Without","First","true",NA,3,"helpful","station_only",NA,NA,"blue",0.33,NA,1,NA
30,"ez3rhwy4","Without","First","true",NA,0,"helpful","station_only",NA,NA,"blue",0.76,NA,1,NA
31,"ez3rhwy4","Without","First","true",NA,1,"helpful","station_only",NA,NA,"blue",0.3,NA,1,NA
32,"ez3rhwy4","Without","First","true",NA,5,"helpful","station_only",NA,NA,"blue",0.79,NA,1,NA
33,"ez3rhwy4","Without","First","true",NA,4,"helpful","station_only",NA,NA,"blue",0.32,NA,1,NA
34,"ez3rhwy4","Without","First","true",NA,2,"helpful","station_only",NA,NA,"blue",0.31,NA,1,NA
1,"ez3rhwy4","Without","First","true",5,4,"random","normal",1,1,"blue",0.64,0.98,1,0.34
2,"ez3rhwy4","Without","First","true",2,1,"random","normal",1,1,"green",0.13,0.15,-1,0.02
3,"ez3rhwy4","Without","First","true",2,1,"random","normal",1,1,"green",0.33,0.28,-1,-0.05
4,"ez3rhwy4","Without","First","true",4,2,"random","normal",1,1,"blue",0.24,0.91,1,0.67
5,"ez3rhwy4","Without","First","true",3,3,"random","normal",1,1,"blue",0.8,0.97,1,0.17
6,"ez3rhwy4","Without","First","true",0,1,"random","normal",1,1,"green",0.88,0.02,-1,-0.86
7,"ez3rhwy4","Without","First","true",0,2,"random","normal",1,1,"green",0.25,0,-1,-0.25
8,"ez3rhwy4","Without","First","true",5,3,"random","normal",1,2,"blue",0.15,1,1,0.85
9,"ez3rhwy4","Without","First","true",2,3,"random","normal",1,2,"green",0.91,0.29,-1,-0.62
10,"ez3rhwy4","Without","First","true",3,3,"random","normal",1,2,"blue",0.36,0.84,1,0.48
11,"ez3rhwy4","Without","First","true",3,3,"random","normal",1,2,"blue",0.73,0.85,1,0.12
12,"ez3rhwy4","Without","First","true",5,2,"random","normal",1,2,"blue",0.82,1,1,0.18
13,"ez3rhwy4","Without","First","true",2,2,"random","normal",1,2,"green",0.87,0.08,-1,-0.79
14,"ez3rhwy4","Without","First","true",0,3,"random","normal",1,2,"green",0.25,0,-1,-0.25
15,"ez3rhwy4","Without","First","true",2,2,"random","normal",2,3,"green",0.19,0.08,-1,-0.11
16,"ez3rhwy4","Without","First","true",1,2,"random","normal",2,3,"green",0.04,0.16,-1,0.12
17,"ez3rhwy4","Without","First","true",1,2,"random","normal",2,3,"green",0.8,0,-1,-0.8
18,"ez3rhwy4","Without","First","true",2,3,"random","normal",2,3,"green",0.05,0,-1,-0.05
19,"ez3rhwy4","Without","First","true",5,4,"random","normal",2,3,"blue",0.27,1,1,0.73
20,"ez3rhwy4","Without","First","true",2,1,"random","normal",2,3,"green",0.86,0.44,-1,-0.42
21,"ez3rhwy4","Without","First","true",1,1,"random","normal",2,3,"green",0.81,0,-1,-0.81
22,"ez3rhwy4","Without","First","true",2,4,"random","normal",2,4,"green",0.16,0,-1,-0.16
23,"ez3rhwy4","Without","First","true",5,4,"random","normal",2,4,"blue",0.02,1,1,0.98
24,"ez3rhwy4","Without","First","true",3,3,"random","normal",2,4,"blue",0.72,0.88,1,0.16
25,"ez3rhwy4","Without","First","true",5,2,"random","normal",2,4,"blue",0.77,0.98,1,0.21
26,"ez3rhwy4","Without","First","true",2,1,"random","normal",2,4,"blue",0.83,0.17,1,-0.66
27,"ez3rhwy4","Without","First","true",3,1,"random","normal",2,4,"blue",0.29,0.65,1,0.36
28,"ez3rhwy4","Without","First","true",4,4,"random","normal",2,4,"blue",0.22,0.07,1,-0.15
29,"ez3rhwy4","Without","First","true",NA,4,"random","station_only",NA,NA,"blue",0.88,NA,1,NA
30,"ez3rhwy4","Without","First","true",NA,1,"random","station_only",NA,NA,"blue",0.29,NA,1,NA
31,"ez3rhwy4","Without","First","true",NA,2,"random","station_only",NA,NA,"blue",0.87,NA,1,NA
32,"ez3rhwy4","Without","First","true",NA,3,"random","station_only",NA,NA,"blue",1,NA,1,NA
33,"ez3rhwy4","Without","First","true",NA,5,"random","station_only",NA,NA,"blue",0.15,NA,1,NA
34,"ez3rhwy4","Without","First","true",NA,0,"random","station_only",NA,NA,"blue",0.05,NA,1,NA
1,"ez3rhwy4","Without","First","true",4,4,"bluebias","normal",1,1,"blue",0,0.85,1,0.85
2,"ez3rhwy4","Without","First","true",3,3,"bluebias","normal",1,1,"green",0.98,1,-1,0.02
3,"ez3rhwy4","Without","First","true",1,2,"bluebias","normal",1,1,"green",1,0.95,-1,-0.05
4,"ez3rhwy4","Without","First","true",4,4,"bluebias","normal",1,1,"blue",1,1,1,0
5,"ez3rhwy4","Without","First","true",4,4,"bluebias","normal",1,1,"blue",1,1,1,0
6,"ez3rhwy4","Without","First","true",1,1,"bluebias","normal",1,1,"green",1,0,-1,-1
7,"ez3rhwy4","Without","First","true",4,5,"bluebias","normal",1,1,"blue",1,1,1,0
8,"ez3rhwy4","Without","First","true",2,5,"bluebias","normal",1,2,"blue",1,0.27,1,-0.73
9,"ez3rhwy4","Without","First","true",0,2,"bluebias","normal",1,2,"green",0.02,0,-1,-0.02
10,"ez3rhwy4","Without","First","true",2,1,"bluebias","normal",1,2,"green",0,0.21,-1,0.21
11,"ez3rhwy4","Without","First","true",1,4,"bluebias","normal",1,2,"green",1,0,-1,-1
12,"ez3rhwy4","Without","First","true",2,5,"bluebias","normal",1,2,"blue",1,1,1,0
13,"ez3rhwy4","Without","First","true",5,5,"bluebias","normal",1,2,"blue",1,1,1,0
14,"ez3rhwy4","Without","First","true",2,2,"bluebias","normal",1,2,"green",0.25,0.12,-1,-0.13
15,"ez3rhwy4","Without","First","true",3,5,"bluebias","normal",2,3,"blue",1,1,1,0
16,"ez3rhwy4","Without","First","true",2,1,"bluebias","normal",2,3,"green",0.24,0.68,-1,0.44
17,"ez3rhwy4","Without","First","true",1,5,"bluebias","normal",2,3,"blue",0.15,0.02,1,-0.13
18,"ez3rhwy4","Without","First","true",1,4,"bluebias","normal",2,3,"green",0.32,0.85,-1,0.53
19,"ez3rhwy4","Without","First","true",4,4,"bluebias","normal",2,3,"blue",0.23,0.91,1,0.68
20,"ez3rhwy4","Without","First","true",0,3,"bluebias","normal",2,3,"green",0.24,0.01,-1,-0.23
