"trial_number_within_block","completion_code","condition","news_station_first","with_independent_council","X_I","X_F","source_type","block_stage","block_half","block_quarter","correct_state","posterior_blue_I","posterior_blue_F","ground_truth","change_of_mind"
2,"w37sv06m","With","First","false",3,5,"bluebias","normal",1,1,"blue",0.73,NA,1,NA
3,"w37sv06m","With","First","false",4,5,"bluebias","normal",1,1,"blue",0.64,NA,1,NA
4,"w37sv06m","With","First","false",1,1,"bluebias","normal",1,1,"green",0.29,NA,-1,NA
5,"w37sv06m","With","First","false",4,5,"bluebias","normal",1,1,"blue",0.3,NA,1,NA
6,"w37sv06m","With","First","false",1,0,"bluebias","normal",1,1,"green",0.75,NA,-1,NA
7,"w37sv06m","With","First","false",1,4,"bluebias","normal",1,1,"green",0.33,NA,-1,NA
8,"w37sv06m","With","First","false",2,3,"bluebias","normal",1,2,"green",0.68,NA,-1,NA
9,"w37sv06m","With","First","false",1,3,"bluebias","normal",1,2,"green",0.8,NA,-1,NA
10,"w37sv06m","With","First","false",3,5,"bluebias","normal",1,2,"blue",0.6,NA,1,NA
11,"w37sv06m","With","First","false",4,3,"bluebias","normal",1,2,"blue",0.34,NA,1,NA
12,"w37sv06m","With","First","false",4,5,"bluebias","normal",1,2,"blue",0.22,NA,1,NA
13,"w37sv06m","With","First","false",1,5,"bluebias","normal",1,2,"green",0.68,NA,-1,NA
14,"w37sv06m","With","First","false",1,3,"bluebias","normal",1,2,"green",0.3,NA,-1,NA
15,"w37sv06m","With","First","false",3,4,"bluebias","normal",2,3,"blue",0.79,NA,1,NA
16,"w37sv06m","With","First","false",3,3,"bluebias","normal",2,3,"green",0.35,NA,-1,NA
17,"w37sv06m","With","First","false",1,2,"bluebias","normal",2,3,"green",0.2,NA,-1,NA
18,"w37sv06m","With","First","false",4,5,"bluebias","normal",2,3,"blue",0.64,NA,1,NA
19,"w37sv06m","With","First","false",0,4,"bluebias","normal",2,3,"green",0.36,NA,-1,NA
20,"w37sv06m","With","First","false",3,5,"bluebias","normal",2,3,"blue",0.15,NA,1,NA
21,"w37sv06m","With","First","false",3,4,"bluebias","normal",2,3,"blue",0.26,NA,1,NA
22,"w37sv06m","With","First","false",4,5,"bluebias","normal",2,4,"blue",0.33,NA,1,NA
23,"w37sv06m","With","First","false",4,2,"bluebias","normal",2,4,"green",0.23,NA,-1,NA
24,"w37sv06m","With","First","false",5,4,"bluebias","normal",2,4,"blue",0.7,NA,1,NA
25,"w37sv06m","With","First","false",1,1,"bluebias","normal",2,4,"green",0.32,NA,-1,NA
26,"w37sv06m","With","First","false",4,5,"bluebias","normal",2,4,"blue",0.24,NA,1,NA
27,"w37sv06m","With","First","false",1,4,"bluebias","normal",2,4,"green",0.18,NA,-1,NA
28,"w37sv06m","With","First","false",1,1,"bluebias","normal",2,4,"green",0.31,NA,-1,NA
29,"w37sv06m","With","First","false",NA,2,"bluebias","station_only",NA,NA,"blue",0.28,NA,1,NA
30,"w37sv06m","With","First","false",NA,0,"bluebias","station_only",NA,NA,"blue",0.16,NA,1,NA
31,"w37sv06m","With","First","false",NA,1,"bluebias","station_only",NA,NA,"blue",0.29,NA,1,NA
32,"w37sv06m","With","First","false",NA,3,"bluebias","station_only",NA,NA,"blue",0.43,NA,1,NA
33,"w37sv06m","With","First","false",NA,4,"bluebias","station_only",NA,NA,"blue",0.27,NA,1,NA
34,"w37sv06m","With","First","false",NA,5,"bluebias","station_only",NA,NA,"blue",0.64,NA,1,NA
1,"e0lvdrny","With","First","false",0,0,"random","normal",1,1,"green",0,NA,-1,NA
2,"e0lvdrny","With","First","false",2,3,"random","normal",1,1,"green",0.64,NA,-1,NA
3,"e0lvdrny","With","First","false",2,2,"random","normal",1,1,"green",0.73,NA,-1,NA
4,"e0lvdrny","With","First","false",5,4,"random","normal",1,1,"blue",0.88,NA,1,NA
5,"e0lvdrny","With","First","false",4,1,"random","normal",1,1,"blue",0.08,NA,1,NA
6,"e0lvdrny","With","First","false",3,2,"random","normal",1,1,"blue",0.42,NA,1,NA
7,"e0lvdrny","With","First","false",4,2,"random","normal",1,1,"blue",0.41,NA,1,NA
8,"e0lvdrny","With","First","false",2,4,"random","normal",1,2,"blue",0.3,NA,1,NA
9,"e0lvdrny","With","First","false",1,3,"random","normal",1,2,"green",0.36,NA,-1,NA
10,"e0lvdrny","With","First","false",4,2,"random","normal",1,2,"blue",0.69,NA,1,NA
11,"e0lvdrny","With","First","false",0,3,"random","normal",1,2,"green",0.27,NA,-1,NA
12,"e0lvdrny","With","First","false",1,3,"random","normal",1,2,"green",0.24,NA,-1,NA
13,"e0lvdrny","With","First","false",1,3,"random","normal",1,2,"green",0.14,NA,-1,NA
14,"e0lvdrny","With","First","false",1,2,"random","normal",1,2,"green",0.87,NA,-1,NA
15,"e0lvdrny","With","First","false",1,4,"random","normal",2,3,"green",0.33,NA,-1,NA
16,"e0lvdrny","With","First","false",2,2,"random","normal",2,3,"blue",0.72,NA,1,NA
17,"e0lvdrny","With","First","false",5,3,"random","normal",2,3,"blue",0.24,NA,1,NA
18,"e0lvdrny","With","First","false",2,1,"random","normal",2,3,"green",0.57,NA,-1,NA
19,"e0lvdrny","With","First","false",2,4,"random","normal",2,3,"green",0.41,NA,-1,NA
20,"e0lvdrny","With","First","false",2,5,"random","normal",2,3,"blue",1,NA,1,NA
21,"e0lvdrny","With","First","false",3,3,"random","normal",2,3,"blue",0.25,NA,1,NA
22,"e0lvdrny","With","First","false",2,1,"random","normal",2,4,"green",0.56,NA,-1,NA
23,"e0lvdrny","With","First","false",4,3,"random","normal",2,4,"blue",0.26,NA,1,NA
24,"e0lvdrny","With","First","false",4,2,"random","normal",2,4,"blue",0.25,NA,1,NA
25,"e0lvdrny","With","First","false",1,2,"random","normal",2,4,"green",0.25,NA,-1,NA
26,"e0lvdrny","With","First","false",5,2,"random","normal",2,4,"blue",0.25,NA,1,NA
27,"e0lvdrny","With","First","false",5,2,"random","normal",2,4,"blue",0.76,NA,1,NA
28,"e0lvdrny","With","First","false",1,2,"random","normal",2,4,"green",0.76,NA,-1,NA
29,"e0lvdrny","With","First","false",NA,4,"random","station_only",NA,NA,"blue",0.74,NA,1,NA
30,"e0lvdrny","With","First","false",NA,5,"random","station_only",NA,NA,"blue",1,NA,1,NA
31,"e0lvdrny","With","First","false",NA,3,"random","station_only",NA,NA,"blue",0.23,NA,1,NA
32,"e0lvdrny","With","First","false",NA,1,"random","station_only",NA,NA,"blue",0.41,NA,1,NA
33,"e0lvdrny","With","First","false",NA,0,"random","station_only",NA,NA,"blue",0,NA,1,NA
34,"e0lvdrny","With","First","false",NA,2,"random","station_only",NA,NA,"blue",0.74,NA,1,NA
1,"e0lvdrny","With","First","false",0,1,"bluebias","normal",1,1,"green",0.09,NA,-1,NA
2,"e0lvdrny","With","First","false",2,5,"bluebias","normal",1,1,"blue",1,NA,1,NA
3,"e0lvdrny","With","First","false",1,1,"bluebias","normal",1,1,"green",0.08,NA,-1,NA
4,"e0lvdrny","With","First","false",2,2,"bluebias","normal",1,1,"green",0.23,NA,-1,NA
5,"e0lvdrny","With","First","false",1,1,"bluebias","normal",1,1,"green",0,NA,-1,NA
6,"e0lvdrny","With","First","false",3,5,"bluebias","normal",1,1,"blue",1,NA,1,NA
7,"e0lvdrny","With","First","false",3,5,"bluebias","normal",1,1,"blue",1,NA,1,NA
8,"e0lvdrny","With","First","false",5,4,"bluebias","normal",1,2,"blue",1,NA,1,NA
9,"e0lvdrny","With","First","false",4,5,"bluebias","normal",1,2,"blue",1,NA,1,NA
10,"e0lvdrny","With","First","false",4,5,"bluebias","normal",1,2,"blue",1,NA,1,NA
11,"e0lvdrny","With","First","false",1,2,"bluebias","normal",1,2,"green",0.16,NA,-1,NA
12,"e0lvdrny","With","First","false",2,1,"bluebias","normal",1,2,"green",0,NA,-1,NA
13,"e0lvdrny","With","First","false",3,4,"bluebias","normal",1,2,"green",1,NA,-1,NA
